Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,null,null,null,null,null,null
2014-01-02,6301.250000,6358.299805,6211.299805,6221.149902,6221.149902,158100
2014-01-03,6194.549805,6221.700195,6171.250000,6211.149902,6211.149902,139000
2014-01-06,6220.850098,6224.700195,6170.250000,6191.450195,6191.450195,118300
2014-01-07,6203.899902,6221.500000,6144.750000,6162.250000,6162.250000,138600
2014-01-08,6178.049805,6192.100098,6160.350098,6174.600098,6174.600098,146900
2014-01-09,6181.700195,6188.049805,6148.250000,6168.350098,6168.350098,150100
2014-01-10,6178.850098,6239.100098,6139.600098,6171.450195,6171.450195,159900
2014-01-13,6189.549805,6288.200195,6189.549805,6272.750000,6272.750000,135000
2014-01-14,6260.250000,6280.350098,6234.149902,6241.850098,6241.850098,110200
2014-01-15,6265.950195,6325.200195,6265.299805,6320.899902,6320.899902,145900
2014-01-16,6341.350098,6346.500000,6299.850098,6318.899902,6318.899902,153400
2014-01-17,6306.250000,6327.100098,6246.350098,6261.649902,6261.649902,167700
2014-01-20,6261.750000,6307.450195,6243.350098,6303.950195,6303.950195,122100
2014-01-21,6320.149902,6330.299805,6297.899902,6313.799805,6313.799805,141700
2014-01-22,6309.049805,6349.950195,6287.450195,6338.950195,6338.950195,137500
2014-01-23,6325.950195,6355.600098,6316.399902,6345.649902,6345.649902,120100
2014-01-24,6301.649902,6331.450195,6263.899902,6266.750000,6266.750000,160300
2014-01-27,6186.299805,6188.549805,6130.250000,6135.850098,6135.850098,190400
2014-01-28,6131.850098,6163.600098,6085.950195,6126.250000,6126.250000,184100
2014-01-29,6161.000000,6170.450195,6109.799805,6120.250000,6120.250000,146700
2014-01-30,6067.000000,6082.850098,6027.250000,6073.700195,6073.700195,208100
2014-01-31,6082.750000,6097.850098,6067.350098,6089.500000,6089.500000,146700
2014-02-03,6058.799805,6074.850098,5994.450195,6001.799805,6001.799805,134900
2014-02-04,5947.600098,6017.799805,5933.299805,6000.899902,6000.899902,183300
2014-02-05,6004.250000,6028.049805,5962.049805,6022.399902,6022.399902,166600
2014-02-06,6028.350098,6048.350098,5965.399902,6036.299805,6036.299805,185500
2014-02-07,6077.649902,6079.950195,6030.899902,6063.200195,6063.200195,181900
2014-02-10,6072.799805,6083.049805,6046.399902,6053.450195,6053.450195,133100
2014-02-11,6072.450195,6081.850098,6053.250000,6062.700195,6062.700195,150500
2014-02-12,6085.350098,6106.600098,6077.399902,6084.000000,6084.000000,138500
2014-02-13,6087.549805,6094.399902,5991.100098,6001.100098,6001.100098,153700
2014-02-14,6023.750000,6056.399902,5984.600098,6048.350098,6048.350098,140200
2014-02-17,null,null,null,null,null,null
2014-02-18,6071.299805,6141.700195,6066.799805,6127.100098,6127.100098,126600
2014-02-19,6132.049805,6160.350098,6125.750000,6152.750000,6152.750000,95200
2014-02-20,6127.149902,6129.100098,6086.450195,6091.450195,6091.450195,132100
2014-02-21,6108.299805,6159.649902,6108.000000,6155.450195,6155.450195,112600
2014-02-24,6140.950195,6191.850098,6130.799805,6186.100098,6186.100098,144900
2014-02-25,6205.700195,6216.850098,6176.600098,6200.049805,6200.049805,146300
2014-02-26,6202.450195,6245.950195,6202.100098,6238.799805,6238.799805,181700
2014-02-28,6228.450195,6282.700195,6228.100098,6276.950195,6276.950195,180600
2014-03-03,6264.350098,6277.750000,6212.250000,6221.450195,6221.450195,144600
2014-03-04,6216.750000,6302.149902,6215.700195,6297.950195,6297.950195,166800
2014-03-05,6328.450195,6336.250000,6287.799805,6328.649902,6328.649902,160300
2014-03-06,6344.750000,6406.600098,6339.700195,6401.149902,6401.149902,180700
2014-03-07,6413.950195,6537.799805,6413.549805,6526.649902,6526.649902,284900
2014-03-10,6491.700195,6562.200195,6487.350098,6537.250000,6537.250000,242100
2014-03-11,6537.350098,6562.850098,6494.250000,6511.899902,6511.899902,239000
2014-03-12,6497.500000,6546.149902,6487.299805,6516.899902,6516.899902,175000
2014-03-13,6491.750000,6561.450195,6476.649902,6493.100098,6493.100098,167900
2014-03-14,6447.250000,6518.450195,6432.700195,6504.200195,6504.200195,177300
2014-03-18,6532.450195,6574.950195,6497.649902,6516.649902,6516.649902,179300
2014-03-19,6530.000000,6541.200195,6506.000000,6524.049805,6524.049805,172500
2014-03-20,6508.350098,6523.649902,6473.250000,6483.100098,6483.100098,142000
2014-03-21,6515.200195,6522.899902,6485.700195,6493.200195,6493.200195,189900
2014-03-22,null,null,null,null,null,null
2014-03-24,6510.500000,6591.500000,6510.500000,6583.500000,6583.500000,158400
2014-03-25,6550.100098,6595.549805,6544.850098,6589.750000,6589.750000,168100
2014-03-26,6615.649902,6627.450195,6580.600098,6601.399902,6601.399902,186600
2014-03-27,6613.100098,6673.950195,6599.500000,6641.750000,6641.750000,312400
2014-03-28,6673.049805,6702.600098,6643.799805,6695.899902,6695.899902,184800
2014-03-31,6723.149902,6730.049805,6662.399902,6704.200195,6704.200195,220600
2014-04-01,6729.500000,6732.250000,6675.450195,6721.049805,6721.049805,177800
2014-04-02,6757.600098,6763.500000,6723.600098,6752.549805,6752.549805,173300
2014-04-03,6772.049805,6776.750000,6696.899902,6736.100098,6736.100098,197500
2014-04-04,6741.850098,6741.850098,6685.149902,6694.350098,6694.350098,155100
2014-04-07,6694.250000,6725.149902,6650.399902,6695.049805,6695.049805,133900
2014-04-09,6722.000000,6808.700195,6705.100098,6796.200195,6796.200195,169800
2014-04-10,6803.049805,6819.049805,6777.299805,6796.399902,6796.399902,191100
2014-04-11,6758.350098,6789.350098,6743.149902,6776.299805,6776.299805,140700
2014-04-15,6792.700195,6813.399902,6711.750000,6733.100098,6733.100098,123200
2014-04-16,6727.250000,6748.649902,6665.149902,6675.299805,6675.299805,119800
2014-04-17,6695.450195,6783.049805,6684.399902,6779.399902,6779.399902,131500
2014-04-21,6789.250000,6825.450195,6786.899902,6817.649902,6817.649902,111800
2014-04-22,6822.899902,6838.000000,6806.250000,6815.350098,6815.350098,114700
2014-04-23,6823.250000,6861.600098,6820.750000,6840.799805,6840.799805,183000
2014-04-24,null,null,null,null,null,null
2014-04-25,6855.799805,6869.850098,6772.850098,6782.750000,6782.750000,154300
2014-04-28,6778.549805,6786.250000,6750.299805,6761.250000,6761.250000,118200
2014-04-29,6769.000000,6779.700195,6708.649902,6715.250000,6715.250000,115500
2014-04-30,6724.950195,6780.149902,6656.799805,6696.399902,6696.399902,161100
2014-05-02,6709.950195,6737.649902,6689.500000,6694.799805,6694.799805,114300
2014-05-05,6681.649902,6741.049805,6680.450195,6699.350098,6699.350098,105000
2014-05-06,6719.250000,6743.450195,6701.899902,6715.299805,6715.299805,88300
2014-05-07,6708.600098,6718.750000,6642.899902,6652.549805,6652.549805,114100
2014-05-08,6669.899902,6688.399902,6638.549805,6659.850098,6659.850098,101600
2014-05-09,6654.149902,6871.350098,6652.149902,6858.799805,6858.799805,166400
2014-05-12,6863.399902,7020.049805,6862.899902,7014.250000,7014.250000,157700
2014-05-13,7080.000000,7172.350098,7067.149902,7108.750000,7108.750000,232200
2014-05-14,7112.000000,7142.250000,7080.899902,7108.750000,7108.750000,177200
2014-05-15,7111.299805,7152.549805,7082.549805,7123.149902,7123.149902,186800
2014-05-16,7270.200195,7563.500000,7130.649902,7203.000000,7203.000000,393200
2014-05-19,7276.850098,7291.100098,7193.549805,7263.549805,7263.549805,316200
2014-05-20,7309.950195,7353.649902,7247.700195,7275.500000,7275.500000,255300
2014-05-21,7274.850098,7287.149902,7206.700195,7252.899902,7252.899902,203100
2014-05-22,7289.950195,7319.549805,7258.149902,7276.399902,7276.399902,240900
2014-05-23,7306.500000,7381.000000,7293.899902,7367.100098,7367.100098,259600
2014-05-26,7428.750000,7504.000000,7269.049805,7359.049805,7359.049805,273200
2014-05-27,7363.100098,7372.950195,7274.750000,7318.000000,7318.000000,168600
2014-05-28,7324.950195,7344.750000,7302.600098,7329.649902,7329.649902,175600
2014-05-29,7316.600098,7325.399902,7224.399902,7235.649902,7235.649902,241100
2014-05-30,7254.850098,7272.500000,7118.450195,7229.950195,7229.950195,312200
2014-06-02,7264.049805,7368.600098,7239.500000,7362.500000,7362.500000,169900
2014-06-03,7375.350098,7424.950195,7342.149902,7415.850098,7415.850098,234700
2014-06-04,7417.549805,7433.299805,7391.350098,7402.250000,7402.250000,204600
2014-06-05,7399.750000,7484.700195,7360.500000,7474.100098,7474.100098,250700
2014-06-06,7521.500000,7592.700195,7497.649902,7583.399902,7583.399902,248400
2014-06-09,7621.649902,7673.700195,7580.250000,7654.600098,7654.600098,231900
2014-06-10,7679.049805,7683.200195,7579.299805,7656.399902,7656.399902,188700
2014-06-11,7672.399902,7700.049805,7589.049805,7626.850098,7626.850098,186200
2014-06-12,7641.299805,7658.000000,7593.799805,7649.899902,7649.899902,148200
2014-06-13,7668.200195,7678.500000,7525.350098,7542.100098,7542.100098,174500
2014-06-16,7534.799805,7548.600098,7487.549805,7533.549805,7533.549805,155400
2014-06-17,7525.049805,7637.600098,7509.250000,7631.700195,7631.700195,158000
2014-06-18,7636.049805,7663.000000,7515.500000,7558.200195,7558.200195,165100
2014-06-19,7580.049805,7606.450195,7502.549805,7540.700195,7540.700195,148900
2014-06-20,7543.299805,7560.549805,7497.299805,7511.450195,7511.450195,124100
2014-06-23,7514.000000,7534.799805,7441.600098,7493.350098,7493.350098,127400
2014-06-24,7515.200195,7593.350098,7515.200195,7580.200195,7580.200195,137000
2014-06-25,7588.549805,7589.250000,7557.049805,7569.250000,7569.250000,115000
2014-06-26,7554.100098,7570.200195,7481.299805,7493.200195,7493.200195,171700
2014-06-27,7514.200195,7538.750000,7482.299805,7508.799805,7508.799805,126700
2014-06-30,7534.049805,7623.649902,7531.600098,7611.350098,7611.350098,152300
2014-07-01,7629.000000,7649.500000,7618.149902,7634.700195,7634.700195,139400
2014-07-02,7683.049805,7732.399902,7677.299805,7725.149902,7725.149902,136300
2014-07-03,7734.350098,7754.649902,7706.799805,7714.799805,7714.799805,133800
2014-07-04,7718.100098,7758.000000,7661.299805,7751.600098,7751.600098,113100
2014-07-07,7780.399902,7792.000000,7755.100098,7787.149902,7787.149902,173900
2014-07-08,7804.049805,7808.850098,7595.899902,7623.200195,7623.200195,180600
2014-07-09,7637.950195,7650.100098,7551.649902,7585.000000,7585.000000,168300
2014-07-10,7589.500000,7731.049805,7479.049805,7567.750000,7567.750000,258400
2014-07-11,7584.100098,7625.850098,7447.200195,7459.600098,7459.600098,187600
2014-07-14,7469.000000,7478.450195,7422.149902,7454.149902,7454.149902,135200
2014-07-15,7491.299805,7534.899902,7459.149902,7526.649902,7526.649902,122100
2014-07-16,7564.149902,7640.100098,7532.450195,7624.399902,7624.399902,168000
2014-07-17,7612.700195,7655.649902,7612.700195,7640.450195,7640.450195,141600
2014-07-18,7630.250000,7685.000000,7595.500000,7663.899902,7663.899902,134600
2014-07-21,7701.649902,7722.100098,7674.000000,7684.200195,7684.200195,105400
2014-07-22,7708.200195,7773.850098,7704.799805,7767.850098,7767.850098,120100
2014-07-23,7794.899902,7809.200195,7752.899902,7795.750000,7795.750000,122100
2014-07-24,7796.250000,7835.649902,7771.649902,7830.600098,7830.600098,117600
2014-07-25,7828.200195,7840.950195,7748.600098,7790.450195,7790.450195,153900
2014-07-28,7792.899902,7799.899902,7722.649902,7748.700195,7748.700195,116500
2014-07-30,7746.200195,7798.700195,7707.600098,7791.399902,7791.399902,178100
2014-07-31,7784.649902,7791.850098,7711.149902,7721.299805,7721.299805,208900
2014-08-01,7662.500000,7716.700195,7593.899902,7602.600098,7602.600098,181100
2014-08-04,7639.549805,7694.799805,7622.049805,7683.649902,7683.649902,137000
2014-08-05,7706.649902,7752.450195,7638.049805,7746.549805,7746.549805,128200
2014-08-06,7726.149902,7740.950195,7658.950195,7672.049805,7672.049805,116400
2014-08-07,7651.149902,7708.950195,7630.399902,7649.250000,7649.250000,116800
2014-08-08,7588.700195,7592.450195,7540.100098,7568.549805,7568.549805,118400
2014-08-11,7619.850098,7635.549805,7598.600098,7625.950195,7625.950195,107000
2014-08-12,7688.799805,7735.750000,7654.799805,7727.049805,7727.049805,120600
2014-08-13,7717.299805,7757.100098,7695.700195,7739.549805,7739.549805,154100
2014-08-14,7756.149902,7796.700195,7739.100098,7791.700195,7791.700195,127300
2014-08-18,7785.250000,7880.500000,7779.200195,7874.250000,7874.250000,126700
2014-08-19,7901.000000,7918.549805,7881.149902,7897.500000,7897.500000,140600
2014-08-20,7915.799805,7922.700195,7864.049805,7875.299805,7875.299805,117300
2014-08-21,7875.350098,7919.649902,7855.950195,7891.100098,7891.100098,115200
2014-08-22,7904.549805,7929.049805,7900.049805,7913.200195,7913.200195,104100
2014-08-25,7931.750000,7968.250000,7897.950195,7906.299805,7906.299805,118500
2014-08-26,7874.500000,7915.450195,7862.450195,7904.750000,7904.750000,142800
2014-08-27,7933.899902,7946.850098,7916.549805,7936.049805,7936.049805,120000
2014-08-28,7942.250000,7967.799805,7939.200195,7954.350098,7954.350098,189700
2014-09-01,7990.350098,8035.000000,7984.000000,8027.700195,8027.700195,139300
2014-09-02,8038.600098,8101.950195,8036.549805,8083.049805,8083.049805,134900
2014-09-03,8110.850098,8141.899902,8092.250000,8114.600098,8114.600098,150700
2014-09-04,8114.200195,8114.799805,8060.899902,8095.950195,8095.950195,141300
2014-09-05,8099.899902,8122.700195,8049.850098,8086.850098,8086.850098,126000
2014-09-08,8132.950195,8180.200195,8126.149902,8173.899902,8173.899902,120700
2014-09-09,8161.899902,8174.549805,8126.500000,8152.950195,8152.950195,104700
2014-09-10,8135.549805,8135.750000,8082.100098,8094.100098,8094.100098,107100
2014-09-11,8115.149902,8127.950195,8057.299805,8085.700195,8085.700195,122800
2014-09-12,8087.049805,8114.299805,8071.600098,8105.500000,8105.500000,111400
2014-09-15,8070.350098,8077.299805,8030.000000,8042.000000,8042.000000,96500
2014-09-16,8036.600098,8044.899902,7925.149902,7932.899902,7932.899902,128000
2014-09-17,7971.500000,7990.649902,7936.950195,7975.500000,7975.500000,123700
2014-09-18,7950.649902,8120.850098,7939.700195,8114.750000,8114.750000,116900
2014-09-19,8129.399902,8160.899902,8105.350098,8121.450195,8121.450195,161300
2014-09-22,8084.450195,8159.899902,8064.799805,8146.299805,8146.299805,105500
2014-09-23,8144.399902,8159.750000,8008.100098,8017.549805,8017.549805,140800
2014-09-24,8015.549805,8042.049805,7950.049805,8002.399902,8002.399902,182200
2014-09-25,8003.299805,8019.299805,7877.350098,7911.850098,7911.850098,231900
2014-09-26,7885.850098,7993.299805,7841.799805,7968.850098,7968.850098,147800
2014-09-29,7978.450195,7991.750000,7934.700195,7958.899902,7958.899902,97300
2014-09-30,7948.799805,8030.899902,7923.850098,7964.799805,7964.799805,141100
2014-10-01,7960.500000,7977.500000,7936.700195,7945.549805,7945.549805,113000
2014-10-07,7897.399902,7943.049805,7842.700195,7852.399902,7852.399902,148200
2014-10-08,7828.750000,7869.899902,7815.750000,7842.700195,7842.700195,135900
2014-10-09,7886.500000,7972.350098,7886.500000,7960.549805,7960.549805,123800
2014-10-10,7911.000000,7924.049805,7848.450195,7859.950195,7859.950195,142900
2014-10-13,7831.000000,7901.149902,7796.000000,7884.250000,7884.250000,118800
2014-10-14,7923.250000,7928.000000,7825.450195,7864.000000,7864.000000,225500
2014-10-15,null,null,null,null,null,null
2014-10-16,7837.299805,7893.899902,7729.649902,7748.200195,7748.200195,213500
2014-10-17,7733.750000,7819.200195,7723.850098,7779.700195,7779.700195,177600
2014-10-20,7896.950195,7905.950195,7856.950195,7879.399902,7879.399902,176200
2014-10-21,7906.149902,7936.600098,7874.350098,7927.750000,7927.750000,163400
2014-10-22,7997.799805,8005.000000,7974.549805,7995.899902,7995.899902,151100
2014-10-27,8064.350098,8064.399902,7985.649902,7991.700195,7991.700195,132800
2014-10-28,8002.399902,8037.799805,7995.049805,8027.600098,8027.600098,124100
2014-10-29,8077.049805,8097.950195,8052.250000,8090.450195,8090.450195,148300
2014-10-30,8085.200195,8181.549805,8085.200195,8169.200195,8169.200195,205700
2014-10-31,8200.799805,8330.750000,8198.049805,8322.200195,8322.200195,176200
2014-11-03,8348.150391,8350.599609,8297.650391,8324.150391,8324.150391,141100
2014-11-05,8351.250000,8365.549805,8323.500000,8338.299805,8338.299805,161600
2014-11-07,8331.849609,8360.349609,8290.250000,8337.000000,8337.000000,153400
2014-11-10,8337.799805,8383.049805,8304.450195,8344.250000,8344.250000,130700
2014-11-11,8354.099609,8378.700195,8321.849609,8362.650391,8362.650391,122000
2014-11-12,8378.900391,8415.049805,8370.500000,8383.299805,8383.299805,125200
2014-11-13,8405.250000,8408.000000,8320.349609,8357.849609,8357.849609,127400
2014-11-14,8360.700195,8400.650391,8346.799805,8389.900391,8389.900391,146800
2014-11-17,8378.400391,8438.099609,8349.099609,8430.750000,8430.750000,113900
2014-11-18,8441.250000,8454.500000,8407.250000,8425.900391,8425.900391,134700
2014-11-19,8440.650391,8455.650391,8360.500000,8382.299805,8382.299805,125400
2014-11-20,8406.500000,8410.849609,8353.150391,8401.900391,8401.900391,122800
2014-11-21,8408.200195,8489.799805,8398.599609,8477.349609,8477.349609,137000
2014-11-24,8490.950195,8534.650391,8490.799805,8530.150391,8530.150391,140700
2014-11-25,8530.799805,8535.349609,8429.450195,8463.099609,8463.099609,271900
2014-11-26,8450.299805,8500.299805,8438.650391,8475.750000,8475.750000,151900
2014-11-27,8477.799805,8506.750000,8456.349609,8494.200195,8494.200195,194300
2014-11-28,8516.799805,8617.000000,8516.250000,8588.250000,8588.250000,197200
2014-12-01,8605.099609,8623.000000,8545.150391,8555.900391,8555.900391,152000
2014-12-02,8535.450195,8560.200195,8504.650391,8524.700195,8524.700195,137400
2014-12-03,8528.700195,8546.950195,8508.349609,8537.650391,8537.650391,153200
2014-12-04,8582.400391,8626.950195,8526.400391,8564.400391,8564.400391,143500
2014-12-05,8584.250000,8588.349609,8523.900391,8538.299805,8538.299805,143300
2014-12-08,8538.650391,8546.349609,8432.250000,8438.250000,8438.250000,163800
2014-12-09,8439.299805,8444.500000,8330.500000,8340.700195,8340.700195,146300
2014-12-10,8318.049805,8376.799805,8317.000000,8355.650391,8355.650391,136700
2014-12-11,8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900
2014-12-12,8302.000000,8321.900391,8216.299805,8224.099609,8224.099609,138100
2014-12-15,8160.750000,8242.400391,8152.500000,8219.599609,8219.599609,137100
2014-12-16,8172.600098,8189.350098,8052.600098,8067.600098,8067.600098,197300
2014-12-17,8041.200195,8082.000000,7961.350098,8029.799805,8029.799805,216200
2014-12-18,8138.899902,8174.299805,8084.899902,8159.299805,8159.299805,162100
2014-12-19,8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800
2014-12-22,8255.000000,8330.950195,8228.200195,8324.000000,8324.000000,139200
2014-12-23,8324.599609,8364.750000,8252.849609,8267.000000,8267.000000,132200
2014-12-24,8272.049805,8286.400391,8155.250000,8174.100098,8174.100098,221900
2014-12-26,8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500
2014-12-29,8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100
2014-12-30,8260.299805,8268.250000,8220.549805,8248.250000,8248.250000,77700
2014-12-31,8243.900391,8291.000000,8243.750000,8282.700195,8282.700195,84500
